"","locations.lon","locations.lat"
"1089",133.775136,-25.274398
"1090",-118.2436849,34.0522342
"1091",-121.0659405,38.6511571
"1092",-86.3442107,34.3614336
"1093",NA,NA
"1094",-76.6121893,39.2903848
"1095",NA,NA
"1096",-96.7969879,32.7766642
"1097",NA,NA
"1098",NA,NA
"1099",NA,NA
"1100",-98.4842465,39.011902
"1101",-96.840133,46.9223429
"1102",80.2707184,13.0826802
"1103",NA,NA
"1104",NA,NA
"1105",-71.542969,-35.675147
"1106",-80.1917902,25.7616798
"1107",NA,NA
"1108",-96.373747,30.6735749
"1109",-81.8281601,41.4815958
"1110",-77.5216301,37.5722598
"1111",-89.3762757,43.0764387
"1112",-73.3815101,40.7142663
"1113",NA,NA
"1114",-117.9992265,33.660297
"1115",NA,NA
"1116",NA,NA
"1117",NA,NA
"1118",-86.9223432,20.4229839
"1119",-117.9145036,33.8352932
"1120",-95.7580048,29.7388418
"1121",-81.8191658,38.3793695
"1122",NA,NA
"1123",NA,NA
"1124",136.2091547,-30.0002315
"1125",-43.1728965,-22.9068467
"1126",-80.1289321,26.3683064
"1127",-71.449503,41.4500844
"1128",-91.8318334,35.20105
"1129",NA,NA
"1130",NA,NA
"1131",NA,NA
"1132",-79.8136446,35.7079146
"1133",-51.92528,-14.235004
"1134",NA,NA
"1135",-86.5804473,35.5174913
"1136",-118.3812562,34.187044
"1137",NA,NA
"1138",NA,NA
"1139",NA,NA
"1140",-119.4179324,36.778261
"1141",NA,NA
"1142",55.166667,25.216667
"1143",-96.7898034,46.8771863
"1144",-80.1917902,25.7616798
"1145",NA,NA
"1146",-94.6858998,46.729553
"1147",-74.0059413,40.7127837
"1148",NA,NA
"1149",-71.0588801,42.3600825
"1150",-118.2436849,34.0522342
"1151",NA,NA
"1152",-119.8609718,34.4133292
"1153",-99.7331439,32.4487364
"1154",NA,NA
"1155",NA,NA
"1156",98.6722227,3.5951956
"1157",-97.330053,37.6871761
"1158",-84.3879824,33.7489954
"1159",-87.5691735,33.2098407
"1160",-117.1610838,32.715738
"1161",-92.6179621,38.1503113
"1162",NA,NA
"1163",-46.6333094,-23.5505199
"1164",-97.9413941,29.8832749
"1165",-118.2436849,34.0522342
"1166",NA,NA
"1167",NA,NA
"1168",-119.4179324,36.778261
"1169",NA,NA
"1170",-102.552784,23.634501
"1171",-149.5680499,61.3293186
"1172",-69.4525443,44.2067419
"1173",-123.1207375,49.2827291
"1174",NA,NA
"1175",-8.4054431,43.3649533
"1176",-81.5157535,27.6648274
"1177",-122.9669865,42.3134584
"1178",-122.632776,47.518358
"1179",-118.2436849,34.0522342
"1180",NA,NA
"1181",-118.1541632,34.6867846
"1182",NA,NA
"1183",NA,NA
"1184",-118.2436849,34.0522342
"1185",-117.3397496,33.6872043
"1186",-74.4056612,40.0583238
"1187",NA,NA
"1188",NA,NA
"1189",NA,NA
"1190",NA,NA
"1191",-74.0059413,40.7127837
"1192",NA,NA
"1193",-96.4688727,32.0954304
"1194",-74.0059413,40.7127837
"1195",NA,NA
"1196",NA,NA
"1197",-88.7878678,43.7844397
"1198",-75.1632937,40.0119395
"1199",-118.3286614,34.0928092
"1200",-98.7528394,33.370663
"1201",-114.0708459,51.0486151
"1202",NA,NA
"1203",NA,NA
"1204",-97.7965464,27.806281
"1205",-123.1207375,49.2827291
"1206",-83.753428,9.748917
"1207",NA,NA
"1208",NA,NA
"1209",101.975766,4.210484
"1210",-79.3370188,43.8561002
"1211",-90.1848103,32.2987573
"1212",NA,NA
"1213",NA,NA
"1214",NA,NA
"1215",NA,NA
"1216",-120.059879,36.7235572
"1217",NA,NA
"1218",NA,NA
"1219",NA,NA
"1220",-88.7878678,43.7844397
"1221",-79.0478143,33.8360034
"1222",139.6917064,35.6894875
"1223",-79.9958864,40.4406248
"1224",147.3013674,-42.8729302
"1225",-71.3700545,41.8137116
"1226",NA,NA
"1227",NA,NA
"1228",NA,NA
"1229",NA,NA
"1230",151.2092955,-33.8688197
"1231",-51.92528,-14.235004
"1232",NA,NA
"1233",NA,NA
"1234",-79.3831843,43.653226
"1235",NA,NA
"1236",NA,NA
"1237",NA,NA
"1238",-88.2022488,20.68964
"1239",-101.4215236,26.9080378
"1240",144.9937739,-37.8491409
"1241",NA,NA
"1242",NA,NA
"1243",-84.4277001,33.6407282
"1244",-122.3127747,47.667344
"1245",-79.3831843,43.653226
"1246",-74.0059413,40.7127837
"1247",82.6645469,26.5432647
"1248",-73.9788248,40.7521501
"1249",-77.1772604,38.9338676
"1250",98.3380884,7.9519331
"1251",-95.712891,37.09024
"1252",-82.41712,37.1808125
"1253",NA,NA
"1254",-97.396381,27.8005828
"1255",-75.5812119,6.244203
"1256",-80.1917902,25.7616798
"1257",NA,NA
"1258",-74.297333,4.570868
"1259",NA,NA
"1260",NA,NA
"1261",-71.0786653,42.5750939
"1262",-66.590149,18.220833
"1263",NA,NA
"1264",-88.4131758,47.0977044
"1265",91.7362365,26.1445169
"1266",-76.6412712,39.0457549
"1267",-90.5068824,14.6349149
"1268",-86.158068,39.768403
"1269",NA,NA
"1270",-51.92528,-14.235004
"1271",NA,NA
"1272",NA,NA
"1273",NA,NA
"1274",NA,NA
"1275",NA,NA
"1276",152.9532629,-27.7472667
"1277",-96.7969879,32.7766642
"1278",NA,NA
"1279",-81.5157535,27.6648274
"1280",-66.58973,6.42375
"1281",NA,NA
"1282",NA,NA
"1283",NA,NA
"1284",NA,NA
"1285",-3.74922,40.463667
"1286",-98.6783516,27.3067057
"1287",NA,NA
"1288",-95.5377215,29.6185669
"1289",-80.1917902,25.7616798
"1290",-73.134961,40.789142
"1291",NA,NA
"1292",NA,NA
"1293",NA,NA
"1294",-117.2897652,34.1083449
"1295",-102.4107493,34.2331373
"1296",-71.3055522,46.1028329
"1297",NA,NA
"1298",-74.297333,4.570868
"1299",NA,NA
"1300",NA,NA
"1301",-99.9018131,31.9685988
"1302",-96.4003069,42.4999942
"1303",-118.2467693,34.040713
"1304",NA,NA
"1305",NA,NA
"1306",NA,NA
"1307",NA,NA
"1308",-46.6333094,-23.5505199
"1309",-97.307347,30.097643
"1310",NA,NA
"1311",NA,NA
"1312",NA,NA
"1313",NA,NA
"1314",2.9837092,50.6533136
"1315",NA,NA
"1316",-71.0183787,42.0834335
"1317",-83.1782587,42.1394858
"1318",NA,NA
"1319",100.992541,15.870032
"1320",NA,NA
"1321",-77.1945247,41.2033216
"1322",-102.552784,23.634501
"1323",-87.6297982,41.8781136
"1324",-51.92528,-14.235004
"1325",-97.092877,35.0077519
"1326",-83.7596557,40.3611643
"1327",NA,NA
"1328",NA,NA
"1329",NA,NA
"1330",-94.5785667,39.0997265
"1331",NA,NA
"1332",NA,NA
"1333",NA,NA
"1334",-71.0588801,42.3600825
"1335",NA,NA
"1336",-71.0588801,42.3600825
"1337",NA,NA
"1338",-87.7528204,41.8131762
"1339",NA,NA
"1340",28.9783589,41.0082376
"1341",-118.364613,33.900601
"1342",-8.6291053,41.1579438
"1343",-79.532157,43.8169837
"1344",-95.4477966,30.2838958
"1345",-119.7725868,36.7468422
"1346",NA,NA
"1347",NA,NA
"1348",NA,NA
"1349",100.992541,15.870032
"1350",NA,NA
"1351",-80.579511,35.4087517
"1352",-111.9738304,41.223
"1353",NA,NA
"1354",-122.6764816,45.5230622
"1355",NA,NA
"1356",-66.58973,6.42375
"1357",-95.712891,37.09024
"1358",NA,NA
"1359",NA,NA
"1360",-119.6893215,36.8053235
"1361",-78.183406,-1.831239
"1362",NA,NA
"1363",-71.2478251,42.0653812
"1364",-1.559458,54.52361
"1365",-95.3698028,29.7604267
"1366",NA,NA
"1367",-3.435973,55.378051
"1368",NA,NA
"1369",NA,NA
"1370",NA,NA
"1371",-95.712891,37.09024
"1372",NA,NA
"1373",-79.9558968,39.629526
"1374",-80.2933838,36.2404158
"1375",NA,NA
"1376",NA,NA
"1377",NA,NA
"1378",NA,NA
"1379",44.5133034,48.708048
"1380",84.9924506,56.5010397
"1381",-74.0059413,40.7127837
"1382",NA,NA
"1383",-71.0588801,42.3600825
"1384",-71.4676639,41.8535518
"1385",-0.1277583,51.5073509
"1386",15.2551187,54.5259614
"1387",NA,NA
"1388",-70.8226541,43.9653889
"1389",NA,NA
"1390",NA,NA
"1391",-112.0740373,33.4483771
"1392",-90.014927,29.925381
"1393",NA,NA
"1394",-77.0368707,38.9071923
"1395",-95.712891,37.09024
"1396",31.16558,48.379433
"1397",-70.8226541,43.9653889
"1398",NA,NA
"1399",-3.435973,55.378051
"1400",8.8115332,46.4130251
"1401",-111.8900831,40.5266854
"1402",NA,NA
"1403",-71.5723953,43.1938516
"1404",-71.0588801,42.3600825
"1405",NA,NA
"1406",-73.9524949,42.0776501
"1407",19.040235,47.497912
"1408",139.754732,35.655152
"1409",NA,NA
"1410",NA,NA
"1411",-91.9623327,30.9842977
"1412",-105.7820674,39.5500507
"1413",NA,NA
"1414",-75.1652215,39.9525839
"1415",-71.0588801,42.3600825
"1416",NA,NA
"1417",-118.3286614,34.0928092
"1418",-119.4179324,36.778261
"1419",-76.6412712,39.0457549
"1420",-155.5827818,19.8967662
"1421",-1.890401,52.486243
"1422",NA,NA
"1423",NA,NA
"1424",-84.3879824,33.7489954
"1425",-78.6568942,37.4315734
"1426",NA,NA
"1427",-72.5204827,9.967492
"1428",NA,NA
"1429",-86.3442107,34.3614336
"1430",NA,NA
"1431",NA,NA
"1432",-95.712891,37.09024
"1433",-95.992775,36.1539816
"1434",-81.1637245,33.836081
"1435",NA,NA
"1436",10.5881804,49.9873929
"1437",NA,NA
"1438",NA,NA
"1439",NA,NA
"1440",NA,NA
"1441",NA,NA
"1442",-71.8022934,42.2625932
"1443",NA,NA
"1444",-71.0588801,42.3600825
"1445",NA,NA
"1446",NA,NA
"1447",-95.712891,37.09024
"1448",-0.1168561,51.5085988
"1449",NA,NA
"1450",-91.8074586,18.6504879
"1451",NA,NA
"1452",-57.6604364,53.1355091
"1453",-95.712891,37.09024
"1454",NA,NA
"1455",NA,NA
"1456",-71.3824374,42.4072107
"1457",NA,NA
"1458",-95.3698028,29.7604267
"1459",-73.087749,41.6032207
"1460",-87.6297982,41.8781136
"1461",-95.3698028,29.7604267
"1462",-71.0588801,42.3600825
"1463",NA,NA
"1464",-73.2544903,45.305771
"1465",-76.1973745,42.5918072
"1466",-71.5723953,43.1938516
"1467",-70.8226541,43.9653889
"1468",-71.2478251,42.0653812
"1469",-86.5804473,35.5174913
"1470",NA,NA
"1471",NA,NA
"1472",-77.1945247,41.2033216
"1473",-99.2114234,19.2790911
"1474",NA,NA
"1475",-84.1052256,40.742551
"1476",-71.0588801,42.3600825
"1477",NA,NA
"1478",-3.7323934,40.3082504
"1479",-74.0059413,40.7127837
"1480",-90.6279044,38.5025537
"1481",-71.8022934,42.2625932
"1482",-75.6971931,45.4215296
"1483",-118.2436849,34.0522342
"1484",NA,NA
"1485",-46.6333094,-23.5505199
"1486",NA,NA
"1487",-58.2546051,-34.7206336
"1488",NA,NA
"1489",-74.0059413,40.7127837
"1490",NA,NA
"1491",-118.4716364,34.0519861
"1492",-84.3879824,33.7489954
"1493",-80.1386547,26.8233946
"1494",NA,NA
"1495",-73.8648268,40.8447819
"1496",NA,NA
"1497",NA,NA
"1498",NA,NA
"1499",NA,NA
"1500",NA,NA
"1501",NA,NA
"1502",-70.7625532,43.0717552
"1503",-92.0198427,30.2240897
"1504",NA,NA
"1505",-74.480313,40.7982189
"1506",NA,NA
"1507",NA,NA
"1508",-71.264125,42.0925375
"1509",-88.1834277,43.4252776
"1510",NA,NA
"1511",-95.712891,37.09024
"1512",NA,NA
"1513",-98.2978951,26.0508406
"1514",NA,NA
"1515",NA,NA
"1516",-80.4775569,25.4687224
"1517",-71.2008912,42.7885553
"1518",-111.9400054,33.4255104
"1519",-97.7240495,30.4919176
"1520",-112.0740373,33.4483771
"1521",-71.0588801,42.3600825
"1522",-75.5276699,38.9108325
"1523",-72.589811,42.1014831
"1524",9.9100178,54.5856897
"1525",-71.0588801,42.3600825
"1526",NA,NA
"1527",NA,NA
"1528",-95.3698028,29.7604267
"1529",-118.2436849,34.0522342
"1530",-122.2601199,47.4420408
"1531",-71.2478251,42.0653812
"1532",NA,NA
"1533",153.1445301,-26.7906865
"1534",NA,NA
"1535",NA,NA
"1536",-122.4290335,37.7636866
"1537",-72.459634,41.6314378
"1538",NA,NA
"1539",-95.712891,37.09024
"1540",NA,NA
"1541",-86.158068,39.768403
"1542",NA,NA
"1543",NA,NA
"1544",-87.6297982,41.8781136
"1545",-76.5063419,38.4742898
"1546",NA,NA
"1547",-72.5466486,42.1536301
"1548",NA,NA
"1549",NA,NA
"1550",NA,NA
"1551",NA,NA
"1552",-99.9018131,31.9685988
"1553",-84.028839,39.731067
"1554",NA,NA
"1555",-66.58973,6.42375
"1556",NA,NA
"1557",-74.0059413,40.7127837
"1558",NA,NA
"1559",NA,NA
"1560",NA,NA
"1561",-122.3320708,47.6062095
"1562",-116.419389,34.9592083
"1563",NA,NA
"1564",NA,NA
"1565",-71.8022934,42.2625932
"1566",-95.712891,37.09024
"1567",-95.712891,37.09024
"1568",-87.6075027,41.6274429
"1569",-95.712891,37.09024
"1570",-71.0588801,42.3600825
"1571",-81.5331286,28.3252878
"1572",40.5601553,64.5472507
"1573",-97.1060202,32.940444
"1574",NA,NA
"1575",-82.5306527,27.3364347
"1576",-82.907123,40.4172871
"1577",-74.4056612,40.0583238
"1578",NA,NA
"1579",-111.9507042,33.8333716
"1580",55.166667,25.216667
"1581",-81.8164357,33.5419014
"1582",NA,NA
"1583",-77.0368707,38.9071923
"1584",-71.3824374,42.4072107
"1585",NA,NA
"1586",-73.1951767,41.1865478
"1587",-81.1637245,33.836081
"1588",NA,NA
"1589",-85.6023643,44.3148443
"1590",-7.6920536,53.1423672
"1591",NA,NA
"1592",NA,NA
"1593",-79.6441198,43.5890452
"1594",-106.346771,56.130366
"1595",NA,NA
"1596",-35.200916,-5.7792569
"1597",-97.7413143,31.1950013
"1598",-84.3365917,33.8651033
"1599",-5.93012,54.597285
"1600",NA,NA
"1601",-71.4128343,41.8239891
"1602",NA,NA
"1603",-106.346771,56.130366
"1604",-99.9018131,31.9685988
"1605",-122.4194155,37.7749295
"1606",-102.1501706,30.3790366
"1607",-95.712891,37.09024
"1608",-5.93012,54.597285
"1609",-81.1637245,33.836081
"1610",NA,NA
"1611",NA,NA
"1612",55.1004538,51.7666482
"1613",-80.1373174,26.1224386
"1614",NA,NA
"1615",-78.898619,35.9940329
"1616",NA,NA
"1617",-71.0588801,42.3600825
"1618",NA,NA
"1619",-73.720405,40.7255175
"1620",NA,NA
"1621",NA,NA
"1622",-71.0588801,42.3600825
"1623",NA,NA
"1624",-2.96083,53.4308294
"1625",NA,NA
"1626",-90.2940069,37.5597754
"1627",-0.1277583,51.5073509
"1628",-95.6425136,30.0077772
"1629",NA,NA
"1630",-71.761522,42.1920719
"1631",7.6615938,51.4332367
"1632",-52.7125768,47.5615096
"1633",-71.5130445,42.7795584
"1634",NA,NA
"1635",NA,NA
"1636",NA,NA
"1637",NA,NA
"1638",-84.3879824,33.7489954
"1639",NA,NA
"1640",-84.3640829,33.7589188
"1641",-83.9811014,34.1140497
"1642",-97.9413941,29.8832749
"1643",-78.4766781,38.0293059
"1644",NA,NA
"1645",-118.2436849,34.0522342
"1646",-77.0368707,38.9071923
"1647",-95.712891,37.09024
"1648",-95.712891,37.09024
"1649",NA,NA
"1650",NA,NA
"1651",-92.1735164,38.5767017
"1652",NA,NA
"1653",-71.0588801,42.3600825
"1654",NA,NA
"1655",39.2088823,51.6754966
"1656",-46.6333094,-23.5505199
"1657",-106.346771,56.130366
"1658",-76.6412712,39.0457549
"1659",139.70304,35.5308224
"1660",-75.1652215,39.9525839
"1661",NA,NA
"1662",-71.5723953,43.1938516
"1663",NA,NA
"1664",NA,NA
"1665",-99.9018131,31.9685988
"1666",-73.087749,41.6032207
"1667",-71.0588801,42.3600825
"1668",-81.5157535,27.6648274
"1669",-82.4903748,27.1961627
"1670",NA,NA
"1671",-71.4128343,41.8239891
"1672",-94.961594,29.7270612
"1673",NA,NA
"1674",-1.4919233,51.2111975
"1675",NA,NA
"1676",NA,NA
"1677",NA,NA
"1678",-111.0937311,34.0489281
"1679",NA,NA
"1680",-71.0588801,42.3600825
"1681",5.291266,52.132633
"1682",-71.0588801,42.3600825
"1683",-70.9477546,42.9814292
"1684",-77.066923,39.1531627
"1685",NA,NA
"1686",-71.4774291,41.5800945
"1687",-97.7430608,30.267153
"1688",-71.0588801,42.3600825
"1689",127.766922,35.907757
"1690",-95.712891,37.09024
"1691",-92.2895948,34.7464809
"1692",-71.0588801,42.3600825
"1693",NA,NA
"1694",NA,NA
"1695",NA,NA
"1696",-69.4454689,45.253783
"1697",NA,NA
"1698",NA,NA
"1699",-80.5898854,37.117568
"1700",-71.0588801,42.3600825
"1701",-70.6619888,42.6159285
"1702",-87.771964,41.909611
"1703",NA,NA
"1704",0.0186555,5.7089238
"1705",NA,NA
"1706",-104.8730088,39.8675693
"1707",NA,NA
"1708",NA,NA
"1709",-0.1277583,51.5073509
"1710",-3.435973,55.378051
"1711",-74.2390828,40.7985699
"1712",-90.1994042,38.6270025
"1713",NA,NA
"1714",NA,NA
"1715",-5.9844589,37.3890924
"1716",NA,NA
"1717",NA,NA
"1718",NA,NA
"1719",NA,NA
"1720",NA,NA
"1721",-74.0059413,40.7127837
"1722",NA,NA
"1723",NA,NA
"1724",NA,NA
"1725",NA,NA
"1726",NA,NA
"1727",NA,NA
"1728",NA,NA
"1729",NA,NA
"1730",-1.7797176,51.5557739
"1731",-71.1097335,42.3736158
"1732",-78.8783689,42.8864468
"1733",NA,NA
"1734",NA,NA
"1735",2.3522219,48.856614
"1736",12.88945,46.9907
"1737",NA,NA
"1738",-80.8431267,35.2270869
"1739",14.332644,40.901975
"1740",-71.3824374,42.4072107
"1741",NA,NA
"1742",-82.9987942,39.9611755
"1743",115.8604572,-31.9505269
"1744",NA,NA
"1745",NA,NA
"1746",NA,NA
"1747",-80.1247667,26.2378597
"1748",NA,NA
"1749",-71.0772796,42.7762015
"1750",-71.0588801,42.3600825
"1751",-71.0588801,42.3600825
"1752",-71.0588801,42.3600825
"1753",-122.2913078,37.8271784
"1754",NA,NA
"1755",-112.0740373,33.4483771
"1756",-99.9018131,31.9685988
"1757",NA,NA
"1758",NA,NA
"1759",NA,NA
"1760",NA,NA
"1761",-95.3698028,29.7604267
"1762",-69.4454689,45.253783
"1763",-70.7256964,43.544384
"1764",NA,NA
"1765",NA,NA
"1766",NA,NA
"1767",NA,NA
"1768",NA,NA
"1769",-71.0588801,42.3600825
"1770",NA,NA
"1771",NA,NA
"1772",-99.1495107,19.4356338
"1773",-76.6412712,39.0457549
"1774",-3.435973,55.378051
"1775",-74.0059413,40.7127837
"1776",NA,NA
"1777",-71.3824374,42.4072107
"1778",39.8844708,57.6260744
"1779",-99.133208,19.4326077
"1780",-70.8476708,42.1162217
"1781",NA,NA
"1782",NA,NA
"1783",NA,NA
"1784",-95.712891,37.09024
"1785",NA,NA
"1786",-71.4161565,42.279286
"1787",NA,NA
"1788",NA,NA
"1789",NA,NA
"1790",NA,NA
"1791",-1.553621,47.218371
"1792",174.885971,-40.900557
"1793",-74.0059413,40.7127837
"1794",-76.3729962,41.2967482
"1795",NA,NA
"1796",NA,NA
"1797",10.451526,51.165691
"1798",NA,NA
"1799",-76.8645464,38.9076426
"1800",NA,NA
"1801",-74.072092,4.7109886
"1802",-70.8226541,43.9653889
"1803",NA,NA
"1804",-95.712891,37.09024
"1805",-90.0489801,35.1495343
"1806",-55.765835,-32.522779
"1807",-0.1277583,51.5073509
"1808",NA,NA
"1809",-71.5375718,43.2081366
"1810",-85.0427257,34.8406339
"1811",-122.6764816,45.5230622
"1812",-112.0567376,33.5042885
"1813",-80.8438287,35.2270964
"1814",NA,NA
"1815",NA,NA
"1816",-71.0588801,42.3600825
"1817",NA,NA
"1818",-114.7420408,44.0682019
"1819",-97.4629119,20.5270592
"1820",-73.3062302,40.7062104
"1821",-81.8661442,28.0582985
"1822",NA,NA
"1823",-82.9000751,32.1656221
"1824",NA,NA
"1825",-82.9000751,32.1656221
"1826",-71.0588801,42.3600825
"1827",55.2707828,25.2048493
"1828",NA,NA
"1829",-106.2800242,43.4113604
"1830",NA,NA
"1831",NA,NA
"1832",-88.7878678,43.7844397
"1833",-87.403445,46.557929
"1834",-2.445184,42.4602985
"1835",NA,NA
"1836",-70.9078346,42.3020647
"1837",-51.92528,-14.235004
"1838",NA,NA
"1839",-0.1277583,51.5073509
"1840",NA,NA
"1841",NA,NA
"1842",-73.8886829,40.6499821
"1843",NA,NA
"1844",-95.712891,37.09024
"1845",NA,NA
"1846",-71.4774291,41.5800945
"1847",4.8625133,52.3733543
"1848",-87.9889543,41.8897519
"1849",NA,NA
"1850",-80.3582261,27.2730492
"1851",-73.087749,41.6032207
"1852",NA,NA
"1853",-118.4014355,33.8622025
"1854",-70.8226541,43.9653889
"1855",52.3721038,55.7185054
"1856",45.9608032,51.5923654
"1857",-46.6333094,-23.5505199
"1858",NA,NA
"1859",-120.7401386,47.7510741
"1860",5.810984,51.0340446
"1861",-80.0819769,26.9450631
"1862",86.0623044,55.3450231
"1863",-120.7401386,47.7510741
"1864",10.451526,51.165691
"1865",-81.706484,30.1660736
"1866",-71.0588801,42.3600825
"1867",NA,NA
"1868",-102.552784,23.634501
"1869",NA,NA
"1870",NA,NA
"1871",140.3043542,36.3453
"1872",77.5945627,12.9715987
"1873",NA,NA
"1874",-71.3824374,42.4072107
"1875",-118.1164613,34.5794343
"1876",NA,NA
"1877",NA,NA
"1878",-91.8318334,35.20105
"1879",-85.6023643,44.3148443
"1880",10.451526,51.165691
"1881",-97.4780954,35.6528323
"1882",NA,NA
"1883",-79.5198696,8.9823792
"1884",NA,NA
"1885",-73.7948516,40.7282239
"1886",-78.6568942,37.4315734
"1887",NA,NA
"1888",NA,NA
"1889",NA,NA
"1890",NA,NA
"1891",NA,NA
"1892",-71.2356113,42.3764852
"1893",-71.5723953,43.1938516
"1894",NA,NA
"1895",NA,NA
"1896",NA,NA
"1897",-71.0588801,42.3600825
"1898",-71.0588801,42.3600825
"1899",NA,NA
"1900",NA,NA
"1901",NA,NA
"1902",NA,NA
"1903",NA,NA
"1904",NA,NA
"1905",NA,NA
"1906",-118.455822,34.0597035
"1907",NA,NA
"1908",NA,NA
"1909",-3.8099803,43.4623057
"1910",-122.4194155,37.7749295
"1911",NA,NA
"1912",NA,NA
"1913",NA,NA
"1914",NA,NA
"1915",NA,NA
"1916",NA,NA
"1917",NA,NA
"1918",NA,NA
"1919",-78.6568942,37.4315734
"1920",NA,NA
"1921",NA,NA
"1922",NA,NA
"1923",-79.0192997,35.7595731
"1924",NA,NA
"1925",-78.9041984,38.4515197
"1926",NA,NA
"1927",NA,NA
"1928",-70.8226541,43.9653889
"1929",NA,NA
"1930",NA,NA
"1931",-102.552784,23.634501
"1932",-80.003098,40.448
"1933",NA,NA
"1934",-158.0089992,21.313149
"1935",NA,NA
"1936",NA,NA
"1937",-81.2452768,42.9849233
"1938",NA,NA
"1939",NA,NA
"1940",-111.0937311,39.3209801
"1941",NA,NA
"1942",NA,NA
"1943",NA,NA
"1944",-78.6809659,35.8387183
"1945",NA,NA
"1946",NA,NA
"1947",NA,NA
"1948",NA,NA
"1949",NA,NA
"1950",-0.3762881,39.4699075
"1951",NA,NA
"1952",NA,NA
"1953",NA,NA
"1954",NA,NA
"1955",NA,NA
"1956",NA,NA
"1957",NA,NA
"1958",119.4327314,-5.1476651
"1959",NA,NA
"1960",NA,NA
"1961",NA,NA
"1962",NA,NA
"1963",NA,NA
"1964",NA,NA
"1965",-1.1743197,52.3555177
"1966",NA,NA
"1967",NA,NA
"1968",-99.9018131,31.9685988
"1969",NA,NA
"1970",NA,NA
"1971",-99.0730182,19.3619918
"1972",NA,NA
"1973",-95.712891,37.09024
"1974",-117.8376937,33.8246585
"1975",-86.1349019,40.2671941
"1976",-71.8022955,42.5834228
"1977",-74.0059413,40.7127837
"1978",-74.0059413,40.7127837
"1979",-81.5157535,27.6648274
"1980",NA,NA
"1981",NA,NA
"1982",NA,NA
"1983",-85.9210899,35.2031373
"1984",NA,NA
"1985",NA,NA
"1986",NA,NA
"1987",NA,NA
"1988",NA,NA
"1989",NA,NA
"1990",-76.6121893,39.2903848
"1991",NA,NA
"1992",NA,NA
"1993",-120.7401386,47.7510741
"1994",NA,NA
"1995",NA,NA
"1996",NA,NA
"1997",NA,NA
"1998",NA,NA
"1999",NA,NA
"2000",76.9904825,29.6856929
"2001",NA,NA
"2002",NA,NA
"2003",NA,NA
"2004",NA,NA
"2005",-122.6764816,45.5230622
"2006",77.2090212,28.6139391
"2007",2.1734035,41.3850639
"2008",-71.0588801,42.3600825
"2009",-79.4101359,43.7057814
"2010",NA,NA
"2011",107.668887,-7.090911
"2012",NA,NA
"2013",NA,NA
"2014",-2.4790306,41.7665972
"2015",NA,NA
"2016",NA,NA
"2017",NA,NA
"2018",NA,NA
"2019",NA,NA
"2020",NA,NA
"2021",11.6906449,48.9623732
"2022",NA,NA
"2023",NA,NA
"2024",NA,NA
"2025",-95.712891,37.09024
"2026",NA,NA
"2027",-0.0980629,51.5498969
"2028",NA,NA
"2029",NA,NA
"2030",NA,NA
"2031",NA,NA
"2032",NA,NA
"2033",NA,NA
"2034",-51.92528,-14.235004
"2035",-2.49096,57.053856
"2036",NA,NA
"2037",NA,NA
"2038",NA,NA
"2039",NA,NA
"2040",NA,NA
"2041",NA,NA
"2042",NA,NA
"2043",NA,NA
"2044",NA,NA
"2045",NA,NA
"2046",NA,NA
"2047",NA,NA
"2048",NA,NA
"2049",NA,NA
"2050",NA,NA
"2051",NA,NA
"2052",NA,NA
"2053",NA,NA
"2054",NA,NA
"2055",NA,NA
"2056",-70.2962408,41.6687897
"2057",NA,NA
"2058",NA,NA
"2059",-71.3824374,42.4072107
"2060",NA,NA
"2061",61.4368431,55.1644419
"2062",NA,NA
"2063",NA,NA
"2064",NA,NA
"2065",NA,NA
"2066",-92.2895948,34.7464809
"2067",NA,NA
"2068",NA,NA
"2069",NA,NA
"2070",NA,NA
"2071",NA,NA
"2072",NA,NA
"2073",NA,NA
"2074",NA,NA
"2075",-81.0998342,32.0835407
"2076",-75.7134928,45.4076018
"2077",NA,NA
"2078",NA,NA
"2079",NA,NA
"2080",NA,NA
"2081",19.503304,47.162494
"2082",NA,NA
"2083",-71.0022705,42.2528772
"2084",-82.5691459,35.5902087
"2085",NA,NA
"2086",NA,NA
"2087",NA,NA
"2088",NA,NA
"2089",NA,NA
"2090",10.451526,51.165691
"2091",NA,NA
"2092",120.6199895,15.079409
"2093",NA,NA
"2094",-84.5499327,33.952602
"2095",-82.9000751,32.1656221
"2096",-3.7033725,40.4162883
"2097",-84.3879824,33.7489954
"2098",-84.3879824,33.7489954
"2099",-84.3879824,33.7489954
"2100",-1.831672,52.681602
"2101",-96.7132304,17.0542297
"2102",-74.0059413,40.7127837
"2103",-95.3698028,29.7604267
"2104",-90.0715323,29.9510658
"2105",-82.9000751,32.1656221
"2106",-74.0059413,40.7127837
"2107",-90.0715323,29.9510658
"2108",-86.692964,36.2051248
"2109",-82.2542834,34.7370639
"2110",-97.1330683,33.2148412
"2111",NA,NA
"2112",NA,NA
"2113",-84.3879824,33.7489954
"2114",NA,NA
"2115",NA,NA
"2116",-121.9400478,37.2793109
"2117",NA,NA
"2118",NA,NA
"2119",NA,NA
"2120",-84.3879824,33.7489954
"2121",NA,NA
"2122",-84.3879824,33.7489954
"2123",NA,NA
"2124",-118.2436849,34.0522342
"2125",NA,NA
"2126",-84.3879824,33.7489954
"2127",-99.9018131,31.9685988
